DEPTH,CALI,CPERM,CPOR,Density,Facies,GR,Neutron,PEF,Perm,PHIE,RESD,RESM,RESS,Sonic,SP,SW,VShale,Lithology
840.5,9.66,,,2.42,0,144.4,0.34,3.27,0,0.05,12.67,13.26,8.66,102.23,441.5,0.99,0.76,0
841,9.67,,,2.43,0,142.01,0.32,3.57,0,0.05,12.35,13.03,7.35,103.13,442.27,0.99,0.73,0
841.5,9.67,,,2.43,0,137.09,0.31,3.64,0,0.05,12.22,12.84,9.23,102.76,442.04,0.99,0.69,0
842,9.68,,,2.43,0,132.77,0.32,3.75,0,0.05,12.54,13.11,11.65,100.75,441.36,0.99,0.74,0
842.5,9.68,,,2.45,0,128.36,0.32,3.05,0,0.04,13.41,13.98,9.52,97.25,441.13,0.99,0.75,0
843,9.65,,,2.47,0,120.22,0.32,3.01,0,0.04,14.86,15.46,10.31,93.22,441.23,0.99,0.71,0
843.5,9.59,,,2.48,0,110.53,0.27,3.59,0,0.04,16.68,17.35,18.49,90.42,439.44,0.99,0.59,0
844,9.57,,,2.47,0,107.63,0.27,3.43,0,0.05,18.04,18.82,26.76,90.57,436,0.99,0.56,0
844.5,9.41,,,2.44,0,115.29,0.26,3.32,0,0.06,17.92,18.92,12.36,93.97,435.1,0.99,0.56,0
845,9.41,,,2.42,0,127.49,0.28,3.09,0,0.07,16.25,17.5,8.84,99.1,438.08,0.99,0.58,0
845.5,9.49,,,2.4,0,136.17,0.34,3.15,0,0.07,14.1,15.44,8.88,103.78,441.34,0.99,0.73,0
846,9.53,,,2.4,0,140.22,0.33,3.2,0,0.07,12.51,13.82,7.97,106.75,442.12,0.99,0.71,0
846.5,9.55,,,2.39,0,141.89,0.32,3.26,0,0.08,11.7,13.02,8.42,108.14,441.87,0.99,0.66,0
847,9.55,,,2.39,0,142.24,0.36,3.25,0,0.07,11.38,12.74,8.05,108.81,442.13,0.99,0.76,0
847.5,9.63,,,2.4,0,142.68,0.38,3.01,0,0.05,11.08,12.5,7.66,109.49,442.24,0.99,0.85,0
848,9.66,,,2.41,0,145.59,0.33,2.97,0,0.06,10.71,12.1,7.83,110.4,441.66,0.99,0.73,0
848.5,9.66,,,2.39,0,150.35,0.41,3.15,0,0.03,10.26,11.54,7,111.48,441.8,0.99,0.94,0
849,9.71,,,2.41,0,154.14,0.42,3.19,0,0.01,9.76,10.9,6.2,112.34,442.74,0.99,1,0
849.5,9.7,,,2.4,0,155.4,0.38,3.35,0,0.05,9.48,10.41,6.23,112.24,443.48,0.99,0.86,0
850,9.7,,,2.4,0,152.08,0.37,3.29,0,0.05,9.66,10.35,7,110.58,444,0.99,0.84,0
850.5,9.68,,,2.4,0,142.87,0.36,3.04,0,0.07,10.58,11.05,7.57,107.41,444.33,0.99,0.78,0
851,9.64,,,2.38,0,130.49,0.35,3.05,0,0.08,12.39,12.68,8.51,103.53,443.11,0.99,0.73,0
851.5,9.66,,,2.36,0,120.69,0.32,2.73,0,0.11,14.82,15.01,9.09,100.11,439.54,0.99,0.59,0
852,9.68,,,2.35,3,116.02,0.29,2.56,0.05,0.13,17.47,17.54,7,97.96,436.55,0.99,0.48,0
852.5,9.71,,,2.34,4,114.6,0.27,2.81,0.33,0.14,19.38,19.37,6.11,97.1,437.32,0.99,0.41,0
853,9.76,,,2.33,4,114.24,0.29,2.81,0.35,0.15,20.36,20.14,6.53,97.09,440.75,0.99,0.43,0
853.5,9.78,,,2.35,4,115.79,0.28,2.75,0.25,0.13,20.81,20.3,7.7,97.47,442.94,0.99,0.46,0
854,9.81,,,2.36,3,118.92,0.29,2.78,0.04,0.12,21.19,20.42,9.69,98.06,442.83,0.99,0.5,0
854.5,9.84,,,2.34,0,121.72,0.34,2.98,0,0.11,21.45,20.49,10.81,98.88,442.12,0.99,0.63,0
855,9.84,,,2.33,3,124.71,0.3,2.79,0.06,0.14,21.39,20.33,11.64,99.98,443.42,0.99,0.47,0
855.5,9.88,,,2.32,2,129.28,0.31,2.71,0.01,0.14,21.31,20.1,12.56,101.15,445.27,0.99,0.49,0
856,9.89,,,2.31,0,133.33,0.34,2.32,0,0.15,21.36,20.01,12.67,101.99,444.56,0.99,0.56,0
856.5,9.91,,,2.28,0,134.25,0.36,2.22,0,0.16,21.7,20.19,13.15,102.76,442.19,0.99,0.59,0
857,9.93,,,2.26,0,130.43,0.37,2.22,0,0.18,22.09,20.48,12.16,104.51,442.12,0.99,0.56,0
857.5,9.94,,,2.2,1,123.27,0.4,2.22,0,0.21,21.94,20.32,8.39,107.86,445.2,0.99,0.58,0
858,10.04,,,2.06,6,118.12,0.36,2.08,130.32,0.34,20.58,19.04,10.8,111.93,447.91,0.99,0.18,2
858.5,10.08,,,2.15,5,118.47,0.34,2.29,16.17,0.27,18.15,16.8,1.31,114.26,447.48,0.99,0.29,2
859,10.19,,,2.18,5,121.56,0.35,2.61,11.76,0.25,15.94,14.6,0.88,112.57,445.26,0.99,0.35,0
859.5,10.56,,,2.14,5,124.47,0.4,2.6,13.12,0.26,14.32,12.96,1.98,107.09,445.64,0.99,0.47,0
860,10.31,,,2.27,5,126.56,0.31,2.49,3.98,0.18,13.4,11.92,2.34,100.55,450.38,0.99,0.42,0
860.5,10.28,,,2.29,5,126.58,0.3,2.39,3.68,0.18,13.13,11.53,2.15,95.75,455.68,0.99,0.39,0
861,10.28,,,2.29,5,122.39,0.29,2.32,3.64,0.18,13.48,11.73,1.77,93.67,456.47,0.99,0.38,0
861.5,10.3,,,2.29,5,114.43,0.29,2.17,3.5,0.18,14.4,12.49,1.63,93.43,454.02,0.99,0.38,0
862,10.31,,,2.31,6,107.04,0.27,2.05,9.54,0.16,16.1,13.91,1.78,93.68,452.97,0.99,0.35,0
862.5,10.32,,,2.32,6,104,0.26,2.39,9.75,0.17,18.37,15.84,2.09,94.05,454.6,0.99,0.32,0
863,10.29,,,2.33,6,105.4,0.27,2.55,7.99,0.16,20.85,17.98,2.3,94.91,456.43,0.99,0.36,0
863.5,10.26,,,2.34,5,108.62,0.29,2.86,1.53,0.14,22.56,19.62,3.15,96.19,456.1,0.99,0.45,0
864,10.18,,,2.39,0,108.3,0.32,3.87,0,0.1,22.28,19.55,4.19,97.31,454.85,0.99,0.57,0
864.5,10.12,,,2.43,4,100.66,0.32,3.37,0.19,0.12,19.49,17.2,3.45,97.71,455.83,0.99,0.48,0
865,10.04,,,2.4,5,90.04,0.33,2.51,2.72,0.16,15.53,13.68,2.1,97.28,458.21,0.99,0.35,0
865.5,9.86,,,2.33,5,84.76,0.32,2.61,4.41,0.19,12.52,10.8,1.53,96.46,459.15,0.99,0.29,2
866,9.82,,,2.34,4,87.87,0.3,2.81,0.61,0.17,11.25,9.36,1.74,95.85,458.64,0.99,0.33,0
866.5,9.82,,,2.37,4,95.25,0.29,2.97,0.26,0.13,11.77,9.47,2.61,95.8,457.67,0.99,0.41,0
867,9.88,,,2.39,4,101.81,0.32,3.2,0.19,0.12,13.75,10.89,4.32,96.26,456.55,0.99,0.49,0
867.5,9.89,,,2.4,4,106.31,0.32,3.41,0.12,0.1,16.43,13.06,6.76,96.93,456.63,0.99,0.54,0
868,9.97,,,2.41,0,110.17,0.35,3.28,0,0.11,19.05,15.44,8.22,97.4,457.93,0.99,0.59,0
868.5,9.98,,,2.42,0,113.99,0.34,3.75,0,0.09,20.7,17.2,9.26,97.41,458.35,0.99,0.64,0
869,9.98,,,2.44,0,117.06,0.32,3.25,0,0.06,21.29,17.69,10.88,97.28,457.55,0.99,0.67,0
869.5,9.98,,,2.46,0,118.67,0.36,3.25,0,0.07,21.42,17.26,9.05,97.95,457.26,0.99,0.69,0
870,9.97,,,2.37,0,118.23,0.4,3.1,0,0.12,21.13,16.49,7.05,100.09,457.15,0.99,0.69,0
870.5,9.99,,,2.15,5,115.2,0.42,2.38,10.28,0.24,20.29,15.13,7.48,103.2,456.93,0.99,0.54,0
871,9.97,,,2.11,6,110.06,0.36,2.29,75.18,0.29,18.63,12.72,4.38,105.43,457.26,0.99,0.29,2
871.5,9.99,,,2.1,6,102.93,0.4,2.22,74.78,0.29,16.42,9.85,2.01,104.8,457.57,0.99,0.38,0
872,9.79,,,2.19,6,92.29,0.36,1.97,35.83,0.24,14.08,7.49,1.25,101.03,456.95,0.99,0.38,0
872.5,9.34,,,2.24,7,79.99,0.29,2.02,94.44,0.23,12.32,6.18,1.1,95.79,456.64,0.99,0.24,2
873,9.21,,,2.24,8,71.98,0.25,2.26,310.5,0.23,11.26,5.69,1.11,91.37,457.31,0.99,0.14,2
873.5,9.16,,,2.23,8,70.69,0.22,2.46,361.77,0.24,10.83,5.68,1.13,89.07,458.11,0.99,0.04,1
874,9.11,,,2.25,8,72.47,0.2,2.21,327.6,0.24,10.82,5.89,1.11,88.71,459.37,0.99,0.02,1
874.5,9.04,,,2.24,8,74.4,0.22,2.1,318.77,0.24,11,6.1,1.13,89.27,461.35,0.99,0.07,1
875,8.98,,,2.23,8,75.74,0.23,2.08,356.41,0.24,11.12,6.12,1.15,89.96,462.96,0.99,0.07,1
875.5,8.94,,,2.23,8,75.97,0.22,2.04,401.31,0.25,11.23,5.97,1.13,90.51,463.7,0.99,0.03,1
876,8.91,,,2.23,8,74.77,0.23,2.02,349.71,0.24,11.28,5.73,1.12,90.79,464.49,0.99,0.07,1
876.5,8.88,,,2.24,8,72.53,0.23,1.99,334.32,0.24,11.29,5.47,1.08,90.59,465.75,0.99,0.09,1
877,8.86,,,2.24,8,71.03,0.22,2.21,325.28,0.24,11.43,5.26,1.09,89.86,467.11,0.99,0.06,1
877.5,8.83,,,2.26,8,71.32,0.21,2.39,257.23,0.22,11.74,5.08,1.09,88.8,468.66,0.99,0.08,1
878,8.82,,,2.27,8,73.01,0.22,2.36,214.55,0.21,12.13,5.03,1.13,87.6,470.34,0.99,0.14,2
878.5,8.8,,,2.28,8,76.58,0.21,2.31,220.67,0.21,12.37,5.19,1.26,86.31,471.37,0.99,0.1,2
879,8.81,,,2.27,8,84.1,0.2,2.61,249.28,0.22,12.54,5.48,1.21,84.85,471.29,0.99,0.06,1
879.5,8.81,,,2.3,8,93.96,0.2,2.87,179.76,0.2,12.99,5.85,1.2,83.33,471.05,0.99,0.1,2
880,8.82,,,2.32,8,100.99,0.19,2.69,131.25,0.18,13.68,6.3,1.77,82.33,471.63,0.99,0.12,2
880.5,8.83,,,2.31,8,102.99,0.2,2.55,146.52,0.19,14.26,6.84,2.15,82.67,472.07,0.99,0.12,2
881,8.83,,,2.27,8,102.5,0.22,2.59,227.81,0.21,14.34,7.34,1.53,84.55,471.36,0.99,0.11,2
881.5,8.84,,,2.27,8,103.05,0.23,2.56,236.14,0.22,13.7,7.54,1.34,87.44,470.44,0.99,0.13,2
882,8.89,,,2.27,8,105.62,0.22,2.53,244.2,0.22,12.7,7.3,1.36,90.47,470.54,0.99,0.1,2
882.5,8.89,,,2.28,8,107.77,0.24,2.64,192.46,0.2,11.91,6.97,1.47,93.04,471.14,0.99,0.18,2
883,8.9,,,2.31,7,107.84,0.26,2.89,39.21,0.18,11.34,6.86,1.5,94.99,470.84,0.99,0.29,2
883.5,8.92,,,2.33,5,108.19,0.27,2.88,2.09,0.15,10.93,6.99,1.67,96.49,469.74,0.99,0.37,0
884,8.97,,,2.35,4,111.08,0.29,3.11,0.25,0.13,10.61,7.18,1.87,97.61,468.54,0.99,0.48,0
884.5,9.04,,,2.37,4,116.11,0.29,3.83,0.15,0.11,10.51,7.44,2.63,98.42,466.67,0.99,0.53,0
885,9.12,,,2.4,0,122.8,0.3,3.68,0,0.08,11.01,8.08,3.33,99.19,463.9,0.99,0.62,0
885.5,9.26,,,2.42,0,129.82,0.32,3.2,0,0.06,12.1,9.3,4.81,100.21,461.16,0.99,0.71,0
886,9.33,,,2.43,0,133.01,0.36,2.94,0,0.04,13.47,10.89,8.41,101.48,458.25,0.99,0.84,0
886.5,9.44,,,2.45,0,130.95,0.35,2.98,0,0.03,14.56,12.35,9.19,102.73,454.9,0.99,0.83,0
887,9.48,,,2.46,0,127.67,0.33,2.9,0,0.03,14.79,13.17,7.86,103.72,452.18,0.99,0.8,0
887.5,9.51,,,2.46,0,127.89,0.36,2.83,0,0.05,14.28,13.17,7.39,104.42,450.22,0.99,0.8,0
888,9.53,,,2.45,0,131.12,0.38,3.15,0,0.05,13.33,12.5,8.96,104.91,447.98,0.99,0.84,0
888.5,9.55,,,2.44,0,132.77,0.36,3.19,0,0.04,12.47,11.71,8.24,105.29,445.23,0.99,0.86,0
889,9.56,,,2.44,0,130.7,0.35,3.18,0,0.04,11.95,11.22,7.02,105.5,442.74,0.99,0.82,0
889.5,9.58,,,2.43,0,127.22,0.41,2.99,0,0.08,11.76,11.09,7.28,105.41,441.2,0.99,0.79,0
890,9.58,,,2.42,0,124.79,0.38,2.94,0,0.08,11.79,11.17,9.33,105.07,440.73,0.99,0.76,0
890.5,9.59,,,2.41,0,123.23,0.35,2.89,0,0.07,11.96,11.43,8.27,104.62,440.45,0.99,0.74,0
891,9.6,,,2.42,0,122.26,0.32,2.86,0,0.06,12.12,11.7,8.3,104.2,439,0.99,0.7,0
891.5,9.62,,,2.44,0,122.55,0.32,2.85,0,0.05,12.09,11.76,8.42,103.99,436.23,0.99,0.74,0
892,9.62,,,2.44,0,123.59,0.35,2.88,0,0.06,12,11.63,7.52,104.08,433.59,0.99,0.75,0
892.5,9.62,,,2.41,0,124.94,0.37,3.18,0,0.07,11.84,11.4,8.03,104.3,432.14,0.99,0.76,0
893,9.61,,,2.44,0,126.14,0.39,3.33,0,0.07,11.62,11.17,8.19,104.34,431.34,0.99,0.78,0
893.5,9.61,,,2.44,0,126.78,0.36,3.31,0,0.05,11.54,11.17,7,103.95,430.4,0.99,0.79,0
894,9.62,,,2.41,0,126.83,0.33,3.29,0,0.06,11.74,11.49,8.08,103.21,429.1,0.99,0.71,0
894.5,9.63,,,2.43,0,127.51,0.34,3.67,0,0.04,12.03,11.86,9.93,102.63,428.05,0.99,0.79,0
895,9.63,,,2.43,0,128.52,0.34,3.33,0,0.05,12.07,12.01,8.69,102.71,427.63,0.99,0.77,0
895.5,9.62,,,2.43,0,128.57,0.35,3.09,0,0.04,11.8,11.81,7.94,103.44,427.3,0.99,0.81,0
896,9.55,,,2.43,0,128.26,0.32,3.24,0,0.05,11.23,11.28,7.21,104.32,426.47,0.99,0.74,0
896.5,9.54,,,2.43,0,128.23,0.31,3.33,0,0.06,10.72,10.76,7.53,104.82,425.88,0.99,0.69,0
897,9.51,,,2.43,0,128.13,0.35,3.15,0,0.05,10.65,10.65,7.76,104.79,426,0.99,0.8,0
897.5,9.53,,,2.42,0,128.19,0.35,3.2,0,0.05,10.8,10.84,8.3,104.54,426.41,0.99,0.8,0
898,9.54,,,2.41,0,128.7,0.33,3.23,0,0.06,11,11.08,8.43,104.48,426.47,0.99,0.74,0
898.5,9.55,,,2.44,0,127.69,0.32,3.21,0,0.04,11.05,11.18,7.8,104.67,426.01,0.99,0.75,0
899,9.54,,,2.45,0,126.01,0.35,3.15,0,0.05,11.01,11.16,7.72,104.89,425.13,0.99,0.78,0
899.5,9.54,,,2.45,0,126.42,0.35,3.15,0,0.05,10.93,11.08,8.11,104.92,424.5,0.99,0.78,0
900,9.58,,,2.44,0,128.13,0.36,3.14,0,0.05,10.93,11.06,7.81,104.72,424.66,0.99,0.8,0
900.5,9.57,,,2.45,0,128.91,0.36,3.14,0,0.04,11,11.13,7.82,104.49,425.69,0.99,0.81,0
901,9.57,,,2.44,0,129.4,0.36,3.09,0,0.04,11.01,11.16,7.9,104.49,426.57,0.99,0.82,0
901.5,9.58,,,2.44,0,130.18,0.35,3.29,0,0.04,10.93,11.07,7.62,104.78,426.51,0.99,0.83,0
902,9.58,,,2.44,0,130.19,0.38,3.25,0,0.05,10.8,10.94,7.8,105.18,426.02,0.99,0.83,0
902.5,9.59,,,2.45,0,129.34,0.36,3.24,0,0.04,10.66,10.82,7.68,105.46,426.06,0.99,0.82,0
903,9.6,,,2.44,0,129.06,0.36,3.21,0,0.05,10.54,10.72,7.52,105.44,426.68,0.99,0.81,0
903.5,9.62,,,2.44,0,129.34,0.34,3.17,0,0.04,10.6,10.75,7.92,105.06,427.68,0.99,0.79,0
904,9.63,,,2.45,0,129.19,0.34,3.17,0,0.03,10.82,10.92,8.08,104.47,428.5,0.99,0.8,0
904.5,9.58,,,2.45,0,127.99,0.34,3.15,0,0.04,11.1,11.18,8.34,103.8,428.01,0.99,0.8,0
905,9.57,,,2.44,0,126.72,0.31,3.12,0,0.04,11.33,11.43,8.83,103.18,426.28,0.99,0.73,0
905.5,9.59,,,2.45,0,125.68,0.32,3.1,0,0.04,11.53,11.62,8.67,102.69,424.98,0.99,0.76,0
906,9.61,,,2.44,0,125.23,0.31,3.06,0,0.05,11.69,11.77,7.61,102.34,425.24,0.99,0.71,0
906.5,9.59,,,2.43,0,126.11,0.34,3.01,0,0.05,11.8,11.9,8.06,102.12,426.18,0.99,0.77,0
907,9.56,,,2.42,0,127.51,0.37,2.96,0,0.06,11.82,11.94,8.61,101.98,426.95,0.99,0.79,0
907.5,9.56,,,2.43,0,127.17,0.35,3.29,0,0.05,11.73,11.86,8.17,101.86,427.61,0.99,0.79,0
908,9.55,,,2.43,0,125.7,0.35,3.59,0,0.05,11.54,11.67,7.89,101.8,428.4,0.99,0.77,0
908.5,9.55,,,2.43,0,126.06,0.37,3.18,0,0.06,11.37,11.49,8.62,101.96,429.03,0.99,0.78,0
909,9.55,,,2.45,0,128.25,0.32,2.89,0,0.04,11.3,11.4,9.39,102.49,429.69,0.99,0.77,0
909.5,9.57,,,2.44,0,130.07,0.32,3.25,0,0.04,11.26,11.49,8.61,103.37,430.16,0.99,0.75,0
910,9.59,,,2.43,0,130.74,0.31,3.47,0,0.06,11.23,11.64,7.85,104.34,430.18,0.99,0.69,0
910.5,9.62,,,2.44,0,129.56,0.34,3.12,0,0.04,11.11,11.56,8.14,105,429.92,0.99,0.8,0
911,9.67,,,2.44,0,126.66,0.35,3.15,0,0.04,11.05,11.34,7.75,105.13,429.81,0.99,0.78,0
911.5,9.7,,,2.45,0,124.64,0.32,3.14,0,0.04,11.08,11.13,7.78,104.84,430.07,0.99,0.76,0
912,9.72,,,2.44,0,125.85,0.33,3.16,0,0.04,11.25,10.84,9.56,104.51,430.86,0.99,0.76,0
912.5,9.74,,,2.44,0,129.01,0.36,3.15,0,0.04,11.39,10.72,9,104.45,431.83,0.99,0.81,0
913,9.75,,,2.46,0,130.55,0.35,3.19,0,0.03,11.35,11.02,8.44,104.74,432.58,0.99,0.83,0
913.5,9.75,,,2.45,0,129.44,0.35,3.23,0,0.04,11.23,11.35,7.85,105.17,433.38,0.99,0.82,0
914,9.71,,,2.43,0,128.11,0.34,3.61,0,0.04,11.07,11.53,7.54,105.44,434.14,0.99,0.8,0
914.5,9.63,,,2.42,0,128.08,0.33,3.6,0,0.06,10.99,11.75,8.29,105.38,434.6,0.99,0.74,0
915,9.62,,,2.41,0,128.71,0.32,3.61,0,0.07,11.02,11.77,8.33,105.01,435.07,0.99,0.7,0
915.5,9.62,,,2.42,0,129.66,0.32,3.58,0,0.07,11.16,11.55,8.44,104.53,435.48,0.99,0.7,0
916,9.65,,,2.43,0,130.4,0.35,3.5,0,0.04,11.3,11.44,8.14,104.13,435.71,0.99,0.82,0
916.5,9.64,,,2.43,0,130.43,0.34,3.42,0,0.05,11.4,11.51,7.87,103.82,436.52,0.99,0.78,0
917,9.64,,,2.44,0,129.44,0.31,3.28,0,0.05,11.46,11.56,8.65,103.45,437.72,0.99,0.72,0
917.5,9.63,,,2.43,0,127.48,0.34,3.47,0,0.05,11.48,11.59,8,102.86,438.4,0.99,0.78,0
918,9.63,,,2.42,0,125.51,0.35,3.79,0,0.06,11.61,11.72,7.93,102.09,438.27,0.99,0.77,0
918.5,9.63,,,2.44,0,124.48,0.29,3.66,0,0.05,11.8,11.91,8.55,101.4,438.18,0.99,0.66,0
919,9.65,,,2.44,0,123.01,0.29,3.46,0,0.05,11.89,12.05,8.76,101.1,438.72,0.99,0.67,0
919.5,9.65,,,2.43,0,120.84,0.33,3.09,0,0.06,11.85,12.05,7.88,101.39,439.45,0.99,0.72,0
920,9.67,,,2.43,0,119.98,0.36,3.6,0,0.08,11.66,11.86,7.96,102.24,439.37,0.99,0.71,0
920.5,9.65,,,2.42,0,120.61,0.34,4.19,0,0.07,11.37,11.54,8.93,103.43,438.74,0.99,0.71,0
921,9.65,,,2.43,0,121.26,0.32,3.91,0,0.06,11.04,11.19,7.4,104.6,438.46,0.99,0.71,0
921.5,9.65,,,2.44,0,122.88,0.36,3.32,0,0.06,10.76,10.91,6.5,105.44,438.74,0.99,0.74,0
922,9.65,,,2.44,0,125.65,0.36,3.33,0,0.06,10.62,10.78,7.37,105.77,439.51,0.99,0.77,0
922.5,9.64,,,2.43,0,126.86,0.38,3.29,0,0.06,10.57,10.76,8.12,105.7,440.53,0.99,0.79,0
923,9.65,,,2.43,0,126.21,0.36,3.41,0,0.06,10.62,10.81,8.53,105.53,440.89,0.99,0.78,0
923.5,9.68,,,2.43,0,126.44,0.34,3.48,0,0.05,10.65,10.87,7.97,105.44,440.39,0.99,0.78,0
924,9.68,,,2.42,0,127.17,0.34,3.46,0,0.05,10.61,10.84,7.92,105.34,439.88,0.99,0.78,0
924.5,9.69,,,2.42,0,126.01,0.34,3.72,0,0.06,10.49,10.73,8.08,104.97,439.84,0.99,0.75,0
925,9.69,,,2.43,0,123.86,0.33,3.8,0,0.05,10.47,10.7,7.74,104.19,440.02,0.99,0.75,0
925.5,9.68,,,2.43,0,123.11,0.35,3.22,0,0.06,10.69,10.88,7.89,103.26,440.97,0.99,0.74,0
926,9.72,,,2.45,0,123.62,0.36,3.05,0,0.06,10.99,11.19,9.25,102.64,443.08,0.99,0.75,0
926.5,9.72,,,2.44,0,124,0.35,3.16,0,0.06,11.33,11.56,10.41,102.65,445.32,0.99,0.75,0
927,9.72,,,2.43,0,124.56,0.35,3.22,0,0.06,11.46,11.75,9.38,103.15,446.46,0.99,0.76,0
927.5,9.68,,,2.44,0,125.33,0.34,3.32,0,0.05,11.32,11.67,8.53,103.74,446.19,0.99,0.77,0
928,9.59,,,2.44,0,125.9,0.36,3.32,0,0.05,11.04,11.41,8.54,104.1,445.63,0.99,0.78,0
928.5,9.58,,,2.45,0,126.83,0.35,3.48,0,0.05,10.79,11.18,8.26,104.28,445.83,0.99,0.79,0
929,9.55,,,2.49,0,128.14,0.38,3.6,0,0.04,10.62,11.03,8.27,104.51,446.38,0.99,0.8,0
929.5,9.54,,,2.48,0,128.27,0.38,2.77,0,0.05,10.4,10.88,8.34,104.91,446.54,0.99,0.8,0
930,9.52,,,2.48,0,127.66,0.38,2.7,0,0.05,10.19,10.7,7.8,105.39,446.51,0.99,0.8,0
930.5,9.48,,,2.43,0,129.37,0.39,2.97,0,0.06,10.04,10.59,7.42,105.78,446.51,0.99,0.82,0
931,9.46,,,2.42,0,133.2,0.42,3.49,0,0.04,9.95,10.56,7.42,106.11,446.79,0.99,0.86,0
931.5,9.46,,,2.43,0,136.05,0.39,3.44,0,0.02,9.89,10.56,7.55,106.49,447.87,0.99,0.89,0
932,9.43,,,2.42,0,136.05,0.32,3.17,0,0.06,9.76,10.53,7.58,106.94,449.22,0.99,0.7,0
932.5,9.41,,,2.42,0,134.79,0.35,2.82,0,0.05,9.63,10.45,7.55,107.28,449.63,0.99,0.8,0
933,9.42,,,2.44,0,133.33,0.36,2.95,0,0.03,9.5,10.36,7.4,107.15,449.55,0.99,0.86,0
933.5,9.42,,,2.45,0,131.11,0.39,4.36,0,0.05,9.55,10.42,6.96,106.2,450.27,0.99,0.84,0
934,9.42,,,2.49,0,127.53,0.41,5.75,0,0.05,9.95,10.82,7.21,104.4,451.64,0.99,0.79,0
934.5,9.44,,,2.49,0,123.97,0.38,4.62,0,0.05,10.76,11.68,7.44,102.07,453.19,0.99,0.75,0
935,9.45,,,2.49,0,121.01,0.37,3.18,0,0.06,12.01,13.02,7.46,99.68,454.83,0.99,0.72,0
935.5,9.5,,,2.45,0,116.93,0.38,3.23,0,0.09,13.44,14.59,9.61,97.55,455.72,0.99,0.67,0
936,9.56,,,2.42,0,111.86,0.35,3.36,0,0.1,14.83,16.08,14.68,95.67,455.87,0.99,0.61,0
936.5,9.46,,,2.43,0,107.36,0.31,3.58,0,0.09,15.9,17.33,12.97,94.01,456.55,0.99,0.56,0
937,9.44,,,2.44,0,104.15,0.28,3.73,0,0.08,16.83,18.34,15.93,92.56,457.59,0.99,0.52,0
937.5,9.46,,,2.42,1,101.81,0.25,3.41,0,0.09,17.91,19.25,20.33,90.93,458.25,0.99,0.47,0
938,9.48,,,2.4,0,99.08,0.24,3.67,0,0.11,19.14,20.22,17.48,88.8,458.93,0.99,0.41,0
938.5,9.43,,,2.41,0,95.06,0.25,3.75,0,0.11,20.71,21.71,13.6,86.36,459.63,0.99,0.41,0
939,9.45,,,2.43,0,92.79,0.28,3.29,0,0.12,22.89,24.04,16.12,84.56,459.87,0.99,0.39,0
939.5,9.5,,,2.42,1,95.69,0.24,3.03,0,0.1,24.74,26.19,41.15,84.62,460.13,0.99,0.42,0
940,9.43,,,2.39,1,100.95,0.25,2.97,0,0.11,25.1,26.72,26.93,86.78,460.86,0.99,0.42,0
940.5,9.43,,,2.37,1,102.73,0.28,2.77,0,0.12,23.75,25.36,12.15,89.58,462.02,0.99,0.48,0
941,9.52,,,2.37,1,98.67,0.28,2.69,0,0.13,21.61,23.13,11.09,91.26,462.94,0.99,0.46,0
941.5,9.54,,,2.36,1,93.56,0.25,2.68,0,0.13,20.17,21.51,11.2,91.37,463.15,0.99,0.37,0
942,9.58,,,2.37,2,94.63,0.26,2.78,0.01,0.13,20.18,21.5,11.12,90.84,462.82,0.99,0.4,0
942.5,9.63,,,2.39,2,102.69,0.26,3.19,0,0.11,20.86,22.36,14.34,91.12,462.67,0.99,0.44,0
943,9.66,,,2.41,2,110.28,0.27,3.35,0,0.09,20.61,22.33,16.68,92.82,462.65,0.99,0.52,0
943.5,9.7,,,2.4,0,113.28,0.3,3.08,0,0.08,19.4,21.07,11,95.24,462.43,0.99,0.6,0
944,9.72,,,2.39,0,115.37,0.32,3.13,0,0.09,17.82,19.34,8.26,97.34,462.12,0.99,0.64,0
944.5,9.74,,,2.39,0,119.04,0.33,3.22,0,0.08,16.6,17.89,8.59,98.57,461.53,0.99,0.69,0
945,9.75,,,2.39,0,122.23,0.34,3.21,0,0.08,16,17.08,11.42,98.93,461.29,0.99,0.71,0
945.5,9.75,,,2.4,0,124.91,0.32,3.21,0,0.08,15.86,16.85,12.11,98.84,462.09,0.99,0.66,0
946,9.66,,,2.4,0,128.25,0.33,3.22,0,0.07,15.7,16.72,10.44,98.76,463.13,0.99,0.71,0
946.5,9.63,,,2.4,0,130.74,0.33,3.21,0,0.08,15.48,16.37,10.89,98.89,463.33,0.99,0.7,0
947,9.63,,,2.39,0,131.91,0.37,3.21,0,0.06,15.11,15.65,11.5,99.23,462.77,0.99,0.82,0
947.5,9.62,,,2.4,0,132.75,0.32,3.2,0,0.08,14.72,15.03,10.53,99.69,461.48,0.99,0.66,0
948,9.62,,,2.4,0,132.78,0.32,3.17,0,0.08,14.39,14.85,9.87,100.15,460.41,0.99,0.67,0
948.5,9.62,,,2.4,0,131.67,0.3,3.08,0,0.09,14.11,14.84,10.41,100.48,460.47,0.99,0.6,0
949,9.65,,,2.4,0,130.65,0.31,3.6,0,0.08,13.93,14.71,9.53,100.48,460.76,0.99,0.63,0
949.5,9.67,,,2.39,1,129.82,0.27,3.67,0,0.11,13.86,14.62,10.36,100.07,460.3,0.99,0.47,0
